"Gene","log2FC","rank","background_pvalue","background_p.adjust","是否为core gene"
"MRPS30",0.258004737265268,3184,0.000923418378382648,0.00337385725295639,"No"
"HSD17B10",0.244963356948349,3370,0.0662079733665489,0.127246513349209,"No"
"MTX2",0.244911750156112,3371,0.0248662784489049,0.0565570069241025,"No"
"ETFA",0.230953971230102,3586,0.0698240440836302,0.1329807470946,"No"
"PHB2",0.226132286111685,3659,0.0445179943608428,0.0921926454125706,"No"
"TIMM9",0.220703532161147,3733,0.013433253084056,0.0335157911722236,"No"
"MRPS12",0.220057478651396,3743,0.0656546591197821,0.12634348914936,"No"
"SUPV3L1",0.219895562848901,3745,0.00526577843639489,0.0151118690482701,"No"
"PMPCA",0.218677768524226,3772,0.00990358865944757,0.025826671201195,"No"
"NDUFA7",0.21639198787968,3808,0.00411840875248707,0.0122306708186497,"No"
"NDUFA8",0.178955052669608,4368,0.137157835525869,0.228106677667577,"No"
"COX6A1",0.176954604080576,4412,0.162003374648563,0.259213183447895,"No"
"OXA1L",0.162826884907555,4694,0.00430619051223055,0.0126928860693137,"No"
"AFG3L2",0.159792055296789,4742,0.0939074286606469,0.16883633700013,"No"
"NDUFB4",0.15828075759047,4770,0.254724501246874,0.36594110633853,"No"
"IDH1",0.152053098271731,4892,0.360250588576534,0.474314556055915,"No"
"HADHB",0.148798923175102,4943,0.102323683549382,0.181100159329508,"No"
"TIMM50",0.145969421599235,5006,0.0497766937382898,0.101089258630494,"No"
"RHOT2",0.144791691267047,5024,0.205303100171659,0.310277547231144,"No"
"SLC25A5",0.144625837316912,5032,0.313836162988979,0.429432640618996,"No"
"MTRR",0.143324727796115,5054,0.0638130442606544,0.123558704118423,"No"
"FH",0.139332777240145,5129,0.171678057186387,0.271309576933267,"No"
"TIMM8B",0.133257112252542,5264,0.322029743589078,0.437480730035836,"No"
"SDHA",0.129841065285608,5346,0.0268143520816124,0.060300757602695,"No"
"ABCB7",0.129564369396908,5354,0.0747809504125663,0.140597971150624,"No"
"IDH2",0.121797952468295,5532,0.318203649893349,0.433742590527695,"No"
"ACAT1",0.114599927330945,5685,0.450123201119939,0.558992211617775,"No"
"PDHX",0.113755237398166,5706,0.108739977960519,0.190177186832654,"No"
"NDUFS2",0.109516286525801,5807,0.137370856772006,0.228272867189926,"No"
"ATP6V0C",0.108417679601146,5844,0.195947489735477,0.299729041641518,"No"
"CYB5A",0.106854594315916,5874,0.522822665076929,0.626945444173707,"No"
"ATP6V1F",0.104112562309963,5953,0.443277213038007,0.552305651031869,"No"
"COX15",0.102810077237442,5991,0.14604533774108,0.238885251702184,"No"
"PRDX3",0.0986391475879111,6110,0.462971172201084,0.571509534805987,"No"
"IDH3G",0.098392636374645,6114,0.254391293744392,0.365664839544281,"No"
"NDUFS1",0.095523876843735,6183,0.229202360580439,0.337930771103274,"No"
"ECI1",0.0947995120788434,6204,0.410116851168054,0.522563142198138,"No"
"TIMM10",0.084892747510648,6461,0.513252553632877,0.617875804459566,"No"
"TOMM22",0.0800968803136799,6598,0.450961977493927,0.559842498677966,"No"
"NDUFB1",0.0738946542720775,6773,0.591276129484862,0.68760784637488,"No"
"BCKDHA",0.0689941224822337,6909,0.196509046570278,0.300309862875046,"No"
"NQO2",0.0633542633040478,7095,0.469616779447714,0.577632772391304,"No"
"CYCS",0.061367261314289,7151,0.644299435694256,0.731750143721278,"No"
"SLC25A3",0.0583165751957466,7237,0.492184285675043,0.598582026750541,"No"
"HTRA2",0.0560313436214241,7307,0.506304772513203,0.611619397358349,"No"
"DLAT",0.0553099475312036,7329,0.517454298510078,0.621862581816226,"No"
"UQCRB",0.0509324005141836,7484,0.572988929007852,0.672367216869494,"No"
"MRPS11",0.05069020469911,7495,0.483979893423283,0.591216377104926,"No"
"NDUFA2",0.0473966060263189,7614,0.746839736798357,0.81665226078638,"No"
"NDUFA3",0.0470213404432833,7630,0.714300495475057,0.790904069156193,"No"
"NDUFB8",0.0431013578527852,7769,0.639035457789979,0.727135491776558,"No"
"NDUFS6",0.035816938730223,8041,0.76811762871478,0.832654543694516,"No"
"COX10",0.0342506504788935,8103,0.584329803963071,0.681930824797195,"No"
"UQCRQ",0.028449113584422,8344,0.848145889413825,0.896718555877753,"No"
"COX17",0.0252944667639667,8488,0.848730403826689,0.897179896183627,"No"
"UQCRH",0.0187652365709177,8786,0.875226828176651,0.916637188341861,"No"
"ETFDH",0.0147112876663815,8979,0.831503073700167,0.883389954783159,"No"
"ACAA1",0.0124714661870238,9097,0.924343381701829,0.950590184779849,"No"
"COX11",0.0100240863981682,9232,0.90536665983635,0.937465272605286,"No"
"FXN",0.00862379772998612,9319,0.913536248947321,0.943397163229893,"No"
"ETFB",0.00619562641934879,9453,0.942683224498658,0.963419603726729,"No"
"NDUFA9",0.00426239925049532,9580,0.939869818726828,0.961138386956723,"No"
"ECH1",0.000244345536877688,9829,0.998541238888952,0.999091217540025,"No"
"COX7A2",-0.00484821242826872,10125,0.972079581194814,0.982463428952096,"No"
"ECHS1",-0.00510053793624277,10143,0.972476334731555,0.982774225597451,"No"
"CPT1A",-0.00538977388406359,10157,0.96223105888033,0.976530134950842,"No"
"POLR2F",-0.00950956292147653,10329,0.906383259566905,0.938250515316678,"No"
"COX8A",-0.0109174645228238,10385,0.93183786918965,0.955643929296885,"No"
"CYC1",-0.0110173029590976,10388,0.936578005179053,0.958744282772607,"No"
"NDUFS8",-0.0118249911885062,10425,0.921984360504595,0.949315189759478,"No"
"ISCA1",-0.0257754874186298,10835,0.757164387956943,0.824421497939692,"No"
"NDUFC1",-0.0386008087310667,11161,0.740629655576348,0.811672196138992,"No"
"COX6B1",-0.0429437617953932,11254,0.725029461065305,0.799495276782343,"No"
"MTRF1",-0.0474131849794805,11359,0.453327142629802,0.562279180186603,"No"
"GPX4",-0.0594938168685886,11620,0.66071039292019,0.745911689627007,"No"
"NDUFAB1",-0.0637754153951047,11697,0.563968997088341,0.66425137112956,"No"
"PDHB",-0.0650046569437182,11719,0.53050853659914,0.633277571025101,"No"
"HADHA",-0.0665848607287174,11748,0.426255891853738,0.536913363709264,"No"
"SDHB",-0.0707120435949173,11847,0.479285105104694,0.586664862161032,"No"
"SDHC",-0.0713492128173048,11858,0.466318443645449,0.574782253172969,"No"
"UQCR10",-0.0735139627825108,11902,0.532302924681608,0.635043996175615,"No"
"ACO2",-0.0821788951963129,12083,0.444130157773984,0.55309991404142,"No"
"MRPS22",-0.0837702826898741,12118,0.261679218270892,0.373774546242257,"No"
"ACADM",-0.0909713866172059,12268,0.353446587565858,0.467675046232164,"No"
"NDUFA5",-0.0914794246370358,12280,0.392776864662966,0.505909390241189,"No"
"SLC25A20",-0.0938575582978411,12323,0.510774790166964,0.615627311449911,"No"
"UQCRFS1",-0.0974871488653175,12399,0.368733196438593,0.482455145959628,"No"
"DLD",-0.101691900723768,12485,0.296844829435511,0.411860014628084,"No"
"DLST",-0.103261768244341,12516,0.199076291325542,0.303136622650443,"No"
"NDUFB2",-0.109744755769506,12648,0.268605510640255,0.381567696769696,"No"
"SURF1",-0.110023883489498,12654,0.304799627342396,0.420201110290807,"No"
"NDUFA1",-0.11156103018691,12676,0.418886959829962,0.530476944931462,"No"
"RETSAT",-0.11315712596627,12713,0.342449317347262,0.457116947857095,"No"
"HCCS",-0.123490772353172,12885,0.141344432755042,0.233275457929327,"No"
"UQCRC1",-0.124585295106971,12905,0.26328162010732,0.375528991170348,"No"
"COX6C",-0.125586419316964,12921,0.289984243482595,0.404776967928096,"No"
"GOT2",-0.128140535037523,12967,0.266718904268962,0.379268964052285,"No"
"IMMT",-0.130693080541404,13003,0.0855633301870125,0.156735248177601,"No"
"NDUFS3",-0.131404922181283,13016,0.113197971752877,0.196385670409966,"No"
"OGDH",-0.131757955128123,13024,0.130546337342747,0.219502477246237,"No"
"COX5B",-0.133806804373087,13072,0.282429928158208,0.396646468876846,"No"
"TIMM17A",-0.134117214699367,13076,0.239576127570718,0.349569472566238,"No"
"NDUFV1",-0.158316696559377,13464,0.0379897843039582,0.0808484561464041,"No"
"ATP6V1D",-0.160917269018516,13512,0.0885228180923534,0.160794471899379,"No"
"ATP6V0E1",-0.163687385765964,13560,0.206405615616955,0.311477356147002,"No"
"NDUFB7",-0.170627317105681,13675,0.30204639860485,0.417260446924388,"No"
"NDUFB3",-0.171632309596649,13691,0.187546933850551,0.289733616832138,"No"
"RHOT1",-0.17267423969696,13706,0.00516530768792018,0.014868163438244,"No"
"PHYH",-0.175425845192991,13747,0.154778045803326,0.250262392528992,"No"
"NDUFB5",-0.176164106362071,13761,0.112405621059791,0.195290791141179,"No"
"SLC25A11",-0.176894949626673,13772,0.073088101486049,0.137973443998292,"No"
"OPA1",-0.186348345652989,13907,0.00914517218024576,0.0241121750332376,"No"
"UQCRC2",-0.18783400933385,13929,0.0491522366839368,0.0999999475417623,"No"
"ALAS1",-0.190279629598005,13965,0.0647897018686525,0.125049906942833,"No"
"MRPL35",-0.196079140471148,14035,0.00482887656742666,0.014026442552586,"No"
"NDUFB6",-0.209120977393674,14205,0.214277434160514,0.320771641447045,"No"
"PDHA1",-0.209263013993466,14209,0.0268576663187232,0.0603757414114497,"No"
"IDH3A",-0.210224459326685,14227,0.0239440772973812,0.0548440433973304,"No"
"COX7B",-0.210991329677253,14236,0.123811408512918,0.210537019821461,"No"
"NDUFC2",-0.21164600505348,14247,0.0615278278397252,0.120093963740888,"No"
"COX7C",-0.225055031012152,14395,0.103805099882564,0.183115502472971,"No"
"ATP6V1H",-0.225994453057285,14405,0.0146955561978923,0.0362372029171863,"No"
"NDUFS7",-0.231651322115836,14457,0.000346673256992209,0.00144441889599093,"No"
"VDAC2",-0.248599295568767,14642,0.0368163985843158,0.0787235028561423,"No"
"ACADVL",-0.249452209557345,14648,0.0101572607712925,0.026401030071727,"No"
"IDH3B",-0.250741832998151,14660,0.000397938157790885,0.00162594344903941,"No"
"ATP6V1E1",-0.329488423093649,15371,0.00013537545259743,0.000636776403905985,"No"
"VDAC3",-0.346734220229267,15500,0.000592320111642494,0.002295730136142,"No"
"MDH1",-0.388375495586695,15795,0.00282406328855695,0.00886809571303812,"Yes"
"MRPL11",-0.389452482447832,15804,3.6829789886377e-05,0.000204227705456632,"Yes"
"COX4I1",-0.398612412562686,15856,0.000850573247897606,0.00313991335527493,"Yes"
"POR",-0.398910502743508,15861,0.0286590724152495,0.0637312656990356,"Yes"
"SUCLA2",-0.399802534711969,15871,1.07896307619452e-05,6.95297738281293e-05,"Yes"
"MRPL34",-0.411225114271483,15958,0.00079906983218601,0.00297752573417625,"Yes"
"TCIRG1",-0.426653920392483,16051,0.00238265562701347,0.00764993321320726,"Yes"
"NDUFA6",-0.430741533225365,16083,6.5586906006641e-05,0.000337229428128016,"Yes"
"UQCR11",-0.445521788851637,16175,0.000636782913462213,0.00244562334163944,"Yes"
"MFN2",-0.46140054564121,16247,3.51612875294216e-08,4.87215827047652e-07,"Yes"
"NDUFS4",-0.483962365689338,16374,2.96152191360307e-05,0.000168807678326054,"Yes"
"FDX1",-0.493978511680603,16421,0.00665488058714555,0.0184034953183264,"Yes"
"NDUFA4",-0.50163397999092,16454,0.0019170975809339,0.00633084796496005,"Yes"
"SUCLG1",-0.516848439496338,16528,3.19203052214109e-07,3.30595361831328e-06,"Yes"
"LDHB",-0.644617397998779,17025,0.000133572903616489,0.000629275250803198,"Yes"
"SLC25A12",-0.647766812077585,17031,1.12361174285245e-11,4.78694788569418e-10,"Yes"
"NNT",-0.653975799819269,17044,7.10889071095735e-09,1.19353150328328e-07,"Yes"
"SDHD",-0.65865708109755,17055,1.06126391177898e-06,9.43195705546814e-06,"Yes"
"ISCU",-0.665446920612559,17082,2.08488742735672e-15,3.56223862495701e-13,"Yes"
"SLC25A4",-0.711129504882118,17207,1.02295918679487e-08,1.64452005197483e-07,"Yes"
"MGST3",-0.745531895346391,17310,8.97020181690554e-08,1.08707595867849e-06,"Yes"
"CYB5R3",-0.747125288715069,17315,2.71291214819992e-10,7.11150968025971e-09,"Yes"
"BDH2",-1.01237667599555,17758,6.83900536481532e-14,6.538809024065e-12,"Yes"
"OAT",-1.08615651769671,17839,2.83964239779476e-12,1.4780786188636e-10,"Yes"
"ACAA2",-1.15766922589005,17905,2.4364575224752e-13,1.94125821724932e-11,"Yes"
"ATP1B1",-1.2843849531401,17995,6.80039784132434e-11,2.17110768340067e-09,"Yes"
"MAOB",-1.32456668131462,18021,3.24107387062203e-08,4.5290267641323e-07,"Yes"
"PDK4",-1.64063254957661,18124,2.53698275508889e-07,2.70303980814925e-06,"Yes"
